"","candidate","district","borough","votes","party","ssd.win"
"3.GLEN UNGER","GLEN UNGER","3","New York County",1,"Write-In1891",0
"3.GREG CAMP","GREG CAMP","3","New York County",1,"Write-In1892",0
"3.HELEN QIU","HELEN QIU","3","New York County",1,"Write-In1893",0
"3.HELOISE HENRARD","HELOISE HENRARD","3","New York County",1,"Write-In1894",0
"3.HOWARD S. EPSTEIN","HOWARD S. EPSTEIN","3","New York County",1,"Write-In1895",0
"3.ILANA RIOS","ILANA RIOS","3","New York County",1,"Write-In1896",0
"3.ISABELLE BOULAY","ISABELLE BOULAY","3","New York County",1,"Write-In1897",0
"3.JACK KIRKMAN","JACK KIRKMAN","3","New York County",1,"Write-In1898",0
"3.JACKSON HAMBURGER","JACKSON HAMBURGER","3","New York County",1,"Write-In1899",0
"3.JACKSON MARVIN","JACKSON MARVIN","3","New York County",1,"Write-In1900",0
"3.JACQUELINE LANE","JACQUELINE LANE","3","New York County",1,"Write-In1901",0
"3.JACQUELINE LARA","JACQUELINE LARA","3","New York County",1,"Write-In1902",0
"3.JAKE MICHAEL","JAKE MICHAEL","3","New York County",1,"Write-In1903",0
"3.JALEN BRUNSON","JALEN BRUNSON","3","New York County",5,"Write-In1904",0
"3.JAMAR ADAMS","JAMAR ADAMS","3","New York County",1,"Write-In1905",0
"3.JAMEL BERKELEY","JAMEL BERKELEY","3","New York County",1,"Write-In1906",0
"3.JAMES TOPOR","JAMES TOPOR","3","New York County",1,"Write-In1907",0
"3.JAMIE DIMON","JAMIE DIMON","3","New York County",1,"Write-In1908",0
"3.JANE MENTON","JANE MENTON","3","New York County",1,"Write-In1909",0
"3.JANE ROSS","JANE ROSS","3","New York County",1,"Write-In1910",0
"3.JANE WALSHE","JANE WALSHE","3","New York County",1,"Write-In1911",0
"3.JEAN LAPERTAKI","JEAN LAPERTAKI","3","New York County",1,"Write-In1912",0
"3.JEFF CHARLES GODSBY","JEFF CHARLES GODSBY","3","New York County",1,"Write-In1913",0
"3.JEFFREY KUFSHEY","JEFFREY KUFSHEY","3","New York County",1,"Write-In1914",0
"3.JEFFREY LIDDLE","JEFFREY LIDDLE","3","New York County",1,"Write-In1915",0
"3.JEREMY SQUILLA","JEREMY SQUILLA","3","New York County",1,"Write-In1916",0
"3.JEROME POWELL","JEROME POWELL","3","New York County",1,"Write-In1917",0
"3.JESSE BAUM","JESSE BAUM","3","New York County",1,"Write-In1918",0
"3.JOANNA F. MORGAN","JOANNA F. MORGAN","3","New York County",1,"Write-In1919",0
"3.JOBI LAX","JOBI LAX","3","New York County",1,"Write-In1920",0
"3.JOE SWEENIE","JOE SWEENIE","3","New York County",1,"Write-In1921",0
"3.JOEL LANGSTEIN","JOEL LANGSTEIN","3","New York County",1,"Write-In1922",0
"3.JOEY DLUZAK","JOEY DLUZAK","3","New York County",1,"Write-In1923",0
"3.JOHN FINAN","JOHN FINAN","3","New York County",1,"Write-In1924",0
"3.JOHN SMITH","JOHN SMITH","3","New York County",3,"Write-In1925",0
"3.JOHNNIE JACHAW","JOHNNIE JACHAW","3","New York County",1,"Write-In1926",0
"3.JOLYNN CARPENTER","JOLYNN CARPENTER","3","New York County",1,"Write-In1927",0
"3.JON KOKOT","JON KOKOT","3","New York County",1,"Write-In1928",0
"3.JOSE ANTONIO GONZALEZ","JOSE ANTONIO GONZALEZ","3","New York County",1,"Write-In1929",0
"3.JOSEPH MCCONNON","JOSEPH MCCONNON","3","New York County",1,"Write-In1930",0
"3.JOSHUA BLOCK","JOSHUA BLOCK","3","New York County",1,"Write-In1931",0
"3.JUDE RIZZO","JUDE RIZZO","3","New York County",1,"Write-In1932",0
"3.JUDITH BROWN","JUDITH BROWN","3","New York County",1,"Write-In1933",0
"3.KAJA NEINERASKA","KAJA NEINERASKA","3","New York County",1,"Write-In1934",0
"3.KAREN M. ORTIZ","KAREN M. ORTIZ","3","New York County",1,"Write-In1935",0
"3.KATHERINE BUCKLEITIER","KATHERINE BUCKLEITIER","3","New York County",1,"Write-In1936",0
"3.KATHERINE GUPTA","KATHERINE GUPTA","3","New York County",1,"Write-In1937",0
"3.KATY BORDONARO","KATY BORDONARO","3","New York County",1,"Write-In1938",0
"3.KELLY CAPUANO","KELLY CAPUANO","3","New York County",1,"Write-In1939",0
"3.KELLY WATSON","KELLY WATSON","3","New York County",1,"Write-In1940",0
"3.KIM KARDASHIAN","KIM KARDASHIAN","3","New York County",1,"Write-In1941",0
"3.KYLE ATHAYOLE","KYLE ATHAYOLE","3","New York County",1,"Write-In1942",0
"3.KYLE KULINSKI","KYLE KULINSKI","3","New York County",1,"Write-In1943",0
"3.LAURA D'AQUILA","LAURA D'AQUILA","3","New York County",1,"Write-In1944",0
"3.LAYLA LAW-GISIKO","LAYLA LAW-GISIKO","3","New York County",3,"Write-In1945",0
"3.LEBRON JAMES","LEBRON JAMES","3","New York County",1,"Write-In1946",0
"3.LEO CHEMAL","LEO CHEMAL","3","New York County",1,"Write-In1947",0
"3.LEO SCARPONE","LEO SCARPONE","3","New York County",1,"Write-In1948",0
"3.LESLIE BOGHOSIAN MURPHY","LESLIE BOGHOSIAN MURPHY","3","New York County",3,"Write-In1949",0
"3.LOUIS FLORES","LOUIS FLORES","3","New York County",1,"Write-In1950",0
"3.LUCY ABUSADA","LUCY ABUSADA","3","New York County",1,"Write-In1951",0
"3.LUCY MARTINEZ","LUCY MARTINEZ","3","New York County",1,"Write-In1952",0
"3.LUKE ANGELAKIS","LUKE ANGELAKIS","3","New York County",1,"Write-In1953",0
"3.LYNN SCHILMAN","LYNN SCHILMAN","3","New York County",1,"Write-In1954",0
"3.MARC PALEY","MARC PALEY","3","New York County",1,"Write-In1955",0
"3.MARIA ORTIZ","MARIA ORTIZ","3","New York County",1,"Write-In1956",0
"3.MARIAH CAREY","MARIAH CAREY","3","New York County",1,"Write-In1957",0
"3.MARIO RACCIGLIA","MARIO RACCIGLIA","3","New York County",1,"Write-In1958",0
"3.MARK CUBAN","MARK CUBAN","3","New York County",1,"Write-In1959",0
"3.MATTHEW ADOLHARDT","MATTHEW ADOLHARDT","3","New York County",1,"Write-In1960",0
"3.MAUD MARON","MAUD MARON","3","New York County",2,"Write-In1961",0
"3.MAXWELL BASH","MAXWELL BASH","3","New York County",1,"Write-In1962",0
"3.MIA KHALIFA","MIA KHALIFA","3","New York County",1,"Write-In1963",0
"3.MICHAEL ANDERSON","MICHAEL ANDERSON","3","New York County",1,"Write-In1964",0
"3.MICHAEL BEATELL","MICHAEL BEATELL","3","New York County",1,"Write-In1965",0
"3.MICHAEL BLOOMBERG","MICHAEL BLOOMBERG","3","New York County",7,"Write-In1966",0
"3.MICHAEL HARRIS","MICHAEL HARRIS","3","New York County",1,"Write-In1967",0
"3.MICHAEL LAMBERT","MICHAEL LAMBERT","3","New York County",1,"Write-In1968",0
"3.MICHAEL MEYERS","MICHAEL MEYERS","3","New York County",1,"Write-In1969",0
"3.MICHAEL MOSCATT","MICHAEL MOSCATT","3","New York County",1,"Write-In1970",0
"3.MIKA KIMBERLEN","MIKA KIMBERLEN","3","New York County",1,"Write-In1971",0
"3.MIKE IBRI","MIKE IBRI","3","New York County",1,"Write-In1972",0
"3.MINGXI ZHU","MINGXI ZHU","3","New York County",1,"Write-In1973",0
"3.MITCHELL ROBINSON","MITCHELL ROBINSON","3","New York County",1,"Write-In1974",0
"3.NICHOLAS MORGAN","NICHOLAS MORGAN","3","New York County",1,"Write-In1975",0
"3.NICK CUTLER","NICK CUTLER","3","New York County",1,"Write-In1976",0
"3.NICK HANSEN","NICK HANSEN","3","New York County",1,"Write-In1977",0
"3.NICK ZIPPILLI","NICK ZIPPILLI","3","New York County",1,"Write-In1978",0
"3.NOLAN SPENCER","NOLAN SPENCER","3","New York County",1,"Write-In1979",0
"3.NORMAN LEVINE","NORMAN LEVINE","3","New York County",1,"Write-In1980",0
"3.NORMAN SIEGEL","NORMAN SIEGEL","3","New York County",1,"Write-In1981",0
"3.PAPERBOY LOVE PRINCE","PAPERBOY LOVE PRINCE","3","New York County",1,"Write-In1982",0
"3.PARIS HILTON","PARIS HILTON","3","New York County",1,"Write-In1983",0
"3.PATRICK HUGERTY","PATRICK HUGERTY","3","New York County",1,"Write-In1984",0
"3.PATRICK QUIGLEY","PATRICK QUIGLEY","3","New York County",1,"Write-In1985",0
"3.PAUL LARUSSO","PAUL LARUSSO","3","New York County",1,"Write-In1986",0
"3.PETER CHIN","PETER CHIN","3","New York County",1,"Write-In1987",0
"3.PHILIPPE HALABON","PHILIPPE HALABON","3","New York County",1,"Write-In1988",0
"3.RENEE KEITT","RENEE KEITT","3","New York County",1,"Write-In1989",0
"3.RENNIE GINNEVER","RENNIE GINNEVER","3","New York County",1,"Write-In1990",0
"3.ROBERT BIRKOWSKI","ROBERT BIRKOWSKI","3","New York County",1,"Write-In1991",0
"3.ROBERT P. BOBRICK","ROBERT P. BOBRICK","3","New York County",1,"Write-In1992",0
"3.RUDY GIULIANI","RUDY GIULIANI","3","New York County",1,"Write-In1993",0
"3.RYAN GABRIELE","RYAN GABRIELE","3","New York County",1,"Write-In1994",0
"3.SCOTT BUDLONG","SCOTT BUDLONG","3","New York County",1,"Write-In1995",0
"3.SESON ADAMS","SESON ADAMS","3","New York County",1,"Write-In1996",0
"3.SPENCER DANIELS","SPENCER DANIELS","3","New York County",1,"Write-In1997",0
"3.SPIKE LEE","SPIKE LEE","3","New York County",1,"Write-In1998",0
"3.STEPHEN SOHOFER","STEPHEN SOHOFER","3","New York County",1,"Write-In1999",0
"3.SUSAN MARSHALL","SUSAN MARSHALL","3","New York County",1,"Write-In2000",0
"3.SUSANNE ALVARADO","SUSANNE ALVARADO","3","New York County",1,"Write-In2001",0
"3.TED LIVINGSTON","TED LIVINGSTON","3","New York County",1,"Write-In2002",0
"3.TEDDY TWIST","TEDDY TWIST","3","New York County",1,"Write-In2003",0
"3.THOMAS COOKE","THOMAS COOKE","3","New York County",2,"Write-In2004",0
"3.THOMAS WALSH","THOMAS WALSH","3","New York County",1,"Write-In2005",0
"3.TIM FALVEY","TIM FALVEY","3","New York County",1,"Write-In2006",0
"3.TIMOTHY J. DEGRAW","TIMOTHY J. DEGRAW","3","New York County",1,"Write-In2007",0
"3.TOM DUANE","TOM DUANE","3","New York County",1,"Write-In2008",0
"3.TOM HORTON","TOM HORTON","3","New York County",1,"Write-In2009",0
"3.TONI ANN BONADE","TONI ANN BONADE","3","New York County",1,"Write-In2010",0
"3.TYLER O'DAY","TYLER O'DAY","3","New York County",1,"Write-In2011",0
"3.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","3","New York County",79,"Write-In2012",0
"3.UNCOUNTED WRITE-IN PER STATUTE","UNCOUNTED WRITE-IN PER STATUTE","3","New York County",1,"Write-In2013",0
"3.URI FEDERMAN","URI FEDERMAN","3","New York County",1,"Write-In2014",0
"3.VALIA LEIFER","VALIA LEIFER","3","New York County",1,"Write-In2015",0
"3.VANESSA WARREN","VANESSA WARREN","3","New York County",1,"Write-In2016",0
"3.VICKI MOSS","VICKI MOSS","3","New York County",1,"Write-In2017",0
"3.VICKIE PALADINO","VICKIE PALADINO","3","New York County",1,"Write-In2018",0
"3.VIRGINIA MALONEY","VIRGINIA MALONEY","3","New York County",1,"Write-In2019",0
"3.YUSEF SALAAM","YUSEF SALAAM","3","New York County",1,"Write-In2020",0
"3.ZAIN QAYYUM","ZAIN QAYYUM","3","New York County",1,"Write-In2021",0
"3.ZAY FLOWERS","ZAY FLOWERS","3","New York County",1,"Write-In2022",0
"3.ZENOBIA ZIELINSKA","ZENOBIA ZIELINSKA","3","New York County",1,"Write-In2023",0
"30.AARON SAMEKHA","AARON SAMEKHA","30","Queens County",1,"Write-In2024",0
"30.ABBOSALI ABBOSOV","ABBOSALI ABBOSOV","30","Queens County",1,"Write-In2025",0
"30.ABIR ZAMAN","ABIR ZAMAN","30","Queens County",1,"Write-In2026",0
"30.ADAM ROSENBERG","ADAM ROSENBERG","30","Queens County",1,"Write-In2027",0
"30.ADRIEN LEISSER","ADRIEN LEISSER","30","Queens County",1,"Write-In2028",0
"30.ADTL KINI","ADTL KINI","30","Queens County",1,"Write-In2029",0
"30.AGIZA MORELL","AGIZA MORELL","30","Queens County",1,"Write-In2030",0
"30.AGNES WALSH","AGNES WALSH","30","Queens County",1,"Write-In2031",0
"30.AHMOD NASIR","AHMOD NASIR","30","Queens County",1,"Write-In2032",0
"30.AJ SUH","AJ SUH","30","Queens County",1,"Write-In2033",0
"30.ALEX FELDMAN","ALEX FELDMAN","30","Queens County",1,"Write-In2034",0
"30.ALEX KALAF","ALEX KALAF","30","Queens County",1,"Write-In2035",0
"30.ALEX SCHWYN","ALEX SCHWYN","30","Queens County",1,"Write-In2036",0
"30.ALEXANDRIA OCASIO CORTEZ","ALEXANDRIA OCASIO CORTEZ","30","Queens County",2,"Write-In2037",0
"30.Alicia B. Vaichunas","Alicia B. Vaichunas","30","Queens County",16494,"Republican and Conservative",0
"30.ALIEN POPE","ALIEN POPE","30","Queens County",1,"Write-In2038",0
"30.ANDRES VALLEJO","ANDRES VALLEJO","30","Queens County",1,"Write-In2039",0
"30.ANDREW M CUOMO","ANDREW M CUOMO","30","Queens County",1,"Write-In2040",0
"30.ANDREW P. THOMAS","ANDREW P. THOMAS","30","Queens County",1,"Write-In2041",0
"30.ANDRYA AMBRO","ANDRYA AMBRO","30","Queens County",3,"Write-In2042",0
"30.ANDYA AMBRO","ANDYA AMBRO","30","Queens County",1,"Write-In2043",0
"30.ANEGLA SULEPP","ANEGLA SULEPP","30","Queens County",1,"Write-In2044",0
"30.ANTHONY CHO","ANTHONY CHO","30","Queens County",1,"Write-In2045",0
"30.ASHLEE E. SLACK","ASHLEE E. SLACK","30","Queens County",1,"Write-In2046",0
"30.AVERY WOLFF","AVERY WOLFF","30","Queens County",1,"Write-In2047",0
"30.AVI CYPERSTEIN","AVI CYPERSTEIN","30","Queens County",1,"Write-In2048",0
"30.BART SIMPSON","BART SIMPSON","30","Queens County",1,"Write-In2049",0
"30.BAXTER BARBER","BAXTER BARBER","30","Queens County",1,"Write-In2050",0
"30.BEANBAG AMERIKA","BEANBAG AMERIKA","30","Queens County",1,"Write-In2051",0
"30.BEN GERSHMAN","BEN GERSHMAN","30","Queens County",1,"Write-In2052",0
"30.BEN GROH","BEN GROH","30","Queens County",1,"Write-In2053",0
"30.BERNARD SANDERS","BERNARD SANDERS","30","Queens County",3,"Write-In2054",0
"30.BILL LANDER","BILL LANDER","30","Queens County",1,"Write-In2055",0
"30.BOBBY PULEO","BOBBY PULEO","30","Queens County",1,"Write-In2056",0
"30.BODEGA CAT","BODEGA CAT","30","Queens County",1,"Write-In2057",0
"30.BORIS CARABALLO","BORIS CARABALLO","30","Queens County",1,"Write-In2058",0
"30.BRAD LANDER","BRAD LANDER","30","Queens County",1,"Write-In2059",0
"30.BRANDON ZWAGERMAN","BRANDON ZWAGERMAN","30","Queens County",1,"Write-In2060",0
"30.BRITTANY TUFT","BRITTANY TUFT","30","Queens County",1,"Write-In2061",0
"30.CARMEL GORTON","CARMEL GORTON","30","Queens County",1,"Write-In2062",0
"30.CARY TILTON","CARY TILTON","30","Queens County",1,"Write-In2063",0
"30.CASEY PIIC","CASEY PIIC","30","Queens County",1,"Write-In2064",0
"30.CHARLES VARRUSKA","CHARLES VARRUSKA","30","Queens County",1,"Write-In2065",0
"30.CHELSEA CALHOUN","CHELSEA CALHOUN","30","Queens County",1,"Write-In2066",0
"30.CHINO MORENO","CHINO MORENO","30","Queens County",1,"Write-In2067",0
"30.CHRISTINA SOVEREIGN","CHRISTINA SOVEREIGN","30","Queens County",3,"Write-In2068",0
"30.CLAIRE VALDEZ","CLAIRE VALDEZ","30","Queens County",1,"Write-In2069",0
"30.CLARISSA MARIE LISON","CLARISSA MARIE LISON","30","Queens County",1,"Write-In2070",0
"30.CLEO STERN","CLEO STERN","30","Queens County",1,"Write-In2071",0
"30.COREY GISENBERG","COREY GISENBERG","30","Queens County",1,"Write-In2072",0
"30.CRYSTAL HUDSON","CRYSTAL HUDSON","30","Queens County",1,"Write-In2073",0
"30.CURTIS DOHERTY","CURTIS DOHERTY","30","Queens County",1,"Write-In2074",0
"30.DAFFY DUCK","DAFFY DUCK","30","Queens County",1,"Write-In2075",0
"30.DAMARIS VILLA","DAMARIS VILLA","30","Queens County",1,"Write-In2076",0
"30.DANIELLE BEST","DANIELLE BEST","30","Queens County",1,"Write-In2077",0
"30.DAVID BEAL","DAVID BEAL","30","Queens County",1,"Write-In2078",0
"30.DAVID DIPERSTEIN","DAVID DIPERSTEIN","30","Queens County",1,"Write-In2079",0
"30.DEREK EVERS","DEREK EVERS","30","Queens County",1,"Write-In2080",0
"30.DERMOT SCHMIDT","DERMOT SCHMIDT","30","Queens County",1,"Write-In2081",0
"30.DERMOT SMYTH","DERMOT SMYTH","30","Queens County",50,"Write-In2082",0
"30.DEVON HENRY","DEVON HENRY","30","Queens County",1,"Write-In2083",0
"30.DONALD J. TRUMP","DONALD J. TRUMP","30","Queens County",1,"Write-In2084",0
"30.DORIE FIGLIOLA","DORIE FIGLIOLA","30","Queens County",2,"Write-In2085",0
"30.DURION BELEMU","DURION BELEMU","30","Queens County",1,"Write-In2086",0
"30.EDWARD KIJOWSKI","EDWARD KIJOWSKI","30","Queens County",1,"Write-In2087",0
"30.EGGY CHUNG","EGGY CHUNG","30","Queens County",1,"Write-In2088",0
"30.EMILIA DECAUDIN","EMILIA DECAUDIN","30","Queens County",1,"Write-In2089",0
"30.EMILY MURPHY","EMILY MURPHY","30","Queens County",1,"Write-In2090",0
"30.EMMA MENDELSON","EMMA MENDELSON","30","Queens County",1,"Write-In2091",0
"30.EMMA PORZIO","EMMA PORZIO","30","Queens County",1,"Write-In2092",0
"30.EMME DAY","EMME DAY","30","Queens County",1,"Write-In2093",0
"30.ETHAN FELDER","ETHAN FELDER","30","Queens County",1,"Write-In2094",0
"30.EVELYN GERAGHTY","EVELYN GERAGHTY","30","Queens County",1,"Write-In2095",0
"30.FERNANDO NAVARETTE","FERNANDO NAVARETTE","30","Queens County",1,"Write-In2096",0
"30.FILIPE WRONG","FILIPE WRONG","30","Queens County",1,"Write-In2097",0
"30.FRANCISCO LINDOR","FRANCISCO LINDOR","30","Queens County",1,"Write-In2098",0
"30.FRANK KOTNIK","FRANK KOTNIK","30","Queens County",1,"Write-In2099",0
"30.GARY GIORDONA","GARY GIORDONA","30","Queens County",1,"Write-In2100",0
"30.GARY J. SPEZIALE","GARY J. SPEZIALE","30","Queens County",1,"Write-In2101",0
"30.GEORGE MANN","GEORGE MANN","30","Queens County",1,"Write-In2102",0
"30.GHASSAN KANAFANI","GHASSAN KANAFANI","30","Queens County",1,"Write-In2103",0
"30.HENRY GIRALDO","HENRY GIRALDO","30","Queens County",2,"Write-In2104",0
"30.HENRY ROLLINS","HENRY ROLLINS","30","Queens County",1,"Write-In2105",0
"30.HILLARY CLINTON","HILLARY CLINTON","30","Queens County",1,"Write-In2106",0
"30.HIND RAJAB","HIND RAJAB","30","Queens County",1,"Write-In2107",0
"30.IAN JARYSZYN","IAN JARYSZYN","30","Queens County",1,"Write-In2108",0
"30.IAN RA","IAN RA","30","Queens County",1,"Write-In2109",0
"30.JAGPREET SINGH","JAGPREET SINGH","30","Queens County",1,"Write-In2110",0
"30.JAKE LASALA","JAKE LASALA","30","Queens County",1,"Write-In2111",0
"30.JALEN BRUNSON","JALEN BRUNSON","30","Queens County",1,"Write-In2112",0
"30.JAMES F. GENNARO","JAMES F. GENNARO","30","Queens County",2,"Write-In2113",0
"30.JAMES T KIRK","JAMES T KIRK","30","Queens County",1,"Write-In2114",0
"30.JAMES T. WALSH","JAMES T. WALSH","30","Queens County",1,"Write-In2115",0
"30.JARAD BAILEY","JARAD BAILEY","30","Queens County",1,"Write-In2116",0
"30.JASAL JOUNI","JASAL JOUNI","30","Queens County",1,"Write-In2117",0
"30.JAWAD JOUNI","JAWAD JOUNI","30","Queens County",2,"Write-In2118",0
"30.JAWARD JOYNI","JAWARD JOYNI","30","Queens County",1,"Write-In2119",0
"30.JENNIFER GUTIERREZ","JENNIFER GUTIERREZ","30","Queens County",3,"Write-In2120",0
"30.JESSICA BOLARDI","JESSICA BOLARDI","30","Queens County",3,"Write-In2121",0
"30.JESUS CHRIST","JESUS CHRIST","30","Queens County",1,"Write-In2122",0
"30.JIA XA CHAIS","JIA XA CHAIS","30","Queens County",1,"Write-In2123",0
"30.JOANNE MOSKOW","JOANNE MOSKOW","30","Queens County",1,"Write-In2124",0
"30.JOE NAMATOSE","JOE NAMATOSE","30","Queens County",1,"Write-In2125",0
"30.JOEYLE JESUS","JOEYLE JESUS","30","Queens County",1,"Write-In2126",0
"30.JOHN CAMPOLI","JOHN CAMPOLI","30","Queens County",1,"Write-In2127",0
"30.JOHN GLOVIN","JOHN GLOVIN","30","Queens County",1,"Write-In2128",0
"30.JOHN MOSS","JOHN MOSS","30","Queens County",1,"Write-In2129",0
"30.JOHN SMITH","JOHN SMITH","30","Queens County",1,"Write-In2130",0
"30.JOHN UTAH","JOHN UTAH","30","Queens County",1,"Write-In2131",0
"30.JOHN WILSON","JOHN WILSON","30","Queens County",1,"Write-In2132",0
"30.JOHN ZATT","JOHN ZATT","30","Queens County",1,"Write-In2133",0
"30.JOLENE QUINN","JOLENE QUINN","30","Queens County",1,"Write-In2134",0
"30.JONATHAN CHANG","JONATHAN CHANG","30","Queens County",1,"Write-In2135",0
"30.JONATHAN RINALDI","JONATHAN RINALDI","30","Queens County",1,"Write-In2136",0
"30.JOSEPH GIACUNA","JOSEPH GIACUNA","30","Queens County",1,"Write-In2137",0
"30.JOSEPH HYNES","JOSEPH HYNES","30","Queens County",1,"Write-In2138",0
"30.JOSHUA A. BATES","JOSHUA A. BATES","30","Queens County",1,"Write-In2139",0
"30.JUAN ARDILA","JUAN ARDILA","30","Queens County",1,"Write-In2140",0
"30.JUDITH BETTS","JUDITH BETTS","30","Queens County",1,"Write-In2141",0
"30.JUDY RAMIREZ","JUDY RAMIREZ","30","Queens County",1,"Write-In2142",0
"30.JUMAANE D. WILLIAMS","JUMAANE D. WILLIAMS","30","Queens County",1,"Write-In2143",0
"30.KARAH LOUIS","KARAH LOUIS","30","Queens County",1,"Write-In2144",0
"30.KAROLYN RANCOURT CHAMBERLIN","KAROLYN RANCOURT CHAMBERLIN","30","Queens County",1,"Write-In2145",0
"30.KATE CASSISC","KATE CASSISC","30","Queens County",1,"Write-In2146",0
"30.KATIE LAU","KATIE LAU","30","Queens County",1,"Write-In2147",0
"30.KAYA YUSI","KAYA YUSI","30","Queens County",1,"Write-In2148",0
"30.KENNETH M. PICKARSKI","KENNETH M. PICKARSKI","30","Queens County",1,"Write-In2149",0
"30.KENNETH SANTIAGO MUNEZ","KENNETH SANTIAGO MUNEZ","30","Queens County",1,"Write-In2150",0
"30.KEVIN KIPROVSKI","KEVIN KIPROVSKI","30","Queens County",1,"Write-In2151",0
"30.KIKKOMON BOYLE","KIKKOMON BOYLE","30","Queens County",1,"Write-In2152",0
"30.KONRAD KOSTECKI","KONRAD KOSTECKI","30","Queens County",1,"Write-In2153",0
"30.KRATARTH AMIN","KRATARTH AMIN","30","Queens County",1,"Write-In2154",0
"30.KRISTIN HAUSEL","KRISTIN HAUSEL","30","Queens County",1,"Write-In2155",0
"30.LARRY MAYBERRY","LARRY MAYBERRY","30","Queens County",1,"Write-In2156",0
"30.LATRICE DAVIS","LATRICE DAVIS","30","Queens County",1,"Write-In2157",0
"30.LAUREN M. SHIELDS","LAUREN M. SHIELDS","30","Queens County",1,"Write-In2158",0
"30.LEE D RADIN","LEE D RADIN","30","Queens County",1,"Write-In2159",0
"30.LEO NAMUCHE","LEO NAMUCHE","30","Queens County",267,"Write-In2160",0
"30.LESTER LIN","LESTER LIN","30","Queens County",3,"Write-In2161",0
"30.LINDA MONTE","LINDA MONTE","30","Queens County",1,"Write-In2162",0
"30.LIONEL MESSI","LIONEL MESSI","30","Queens County",1,"Write-In2163",0
"30.LIV AQAL","LIV AQAL","30","Queens County",1,"Write-In2164",0
"30.LIZ CROWLEY","LIZ CROWLEY","30","Queens County",3,"Write-In2165",0
"30.LOUIS SAMMARTINO","LOUIS SAMMARTINO","30","Queens County",1,"Write-In2166",0
"30.LUIGI MANGIONE","LUIGI MANGIONE","30","Queens County",1,"Write-In2167",0
"30.LYNN C. SHULMAN","LYNN C. SHULMAN","30","Queens County",2,"Write-In2168",0
"30.MAGGIE CAI","MAGGIE CAI","30","Queens County",1,"Write-In2169",0
"30.MARIE MATOA","MARIE MATOA","30","Queens County",1,"Write-In2170",0
"30.MARK FREADO JR.","MARK FREADO JR.","30","Queens County",4,"Write-In2171",0
